,Team,Date,Opponent,WINorLOSS
41146,MIN,06/01/18,NOP,W
42123,MIN,08/01/18,CLE,W
43110,MIN,10/01/18,OKC,W
44107,MIN,12/01/18,NYK,W
45107,MIN,14/01/18,POR,W
46107,MIN,16/01/18,ORL,L
47107,MIN,18/01/18,HOU,L
48107,MIN,20/01/18,TOR,W
49107,MIN,22/01/18,LAC,W
50107,MIN,24/01/18,POR,L
51146,MIN,25/01/18,GSW,L
52123,MIN,27/01/18,BRK,W
53110,MIN,29/01/18,ATL,L
54107,MIN,30/01/18,TOR,L
55107,MIN,01/02/18,MIL,W
56107,MIN,03/02/18,NOP,W
57107,MIN,07/02/18,CLE,L
58107,MIN,09/02/18,CHI,L
59107,MIN,11/02/18,SAC,W
60107,MIN,13/02/18,HOU,L
61146,MIN,15/02/18,LAL,W
62123,MIN,23/02/18,HOU,L
63110,MIN,24/02/18,CHI,W
64107,MIN,26/02/18,SAC,W
65107,MIN,01/03/18,POR,L
66107,MIN,02/03/18,UTA,L
67107,MIN,08/03/18,BOS,L
68107,MIN,11/03/18,GSW,W
69107,MIN,13/03/18,WAS,W
70107,MIN,17/03/18,SAS,L
71146,MIN,18/03/18,HOU,L
72123,MIN,20/03/18,LAC,W
73110,MIN,23/03/18,NYK,W
74107,MIN,24/03/18,PHI,L
75107,MIN,26/03/18,MEM,L
76107,MIN,28/03/18,ATL,W
77107,MIN,30/03/18,DAL,W
78107,MIN,01/04/18,UTA,L
79107,MIN,05/04/18,DEN,L
80107,MIN,06/04/18,LAL,W
81112,MIN,09/04/18,MEM,W
82107,MIN,11/04/18,DEN,W
1500,NOP,18/10/17,MEM,L
2500,NOP,20/10/17,GSW,L
3500,NOP,22/10/17,LAL,W
4500,NOP,24/10/17,POR,L
5500,NOP,26/10/17,SAC,W
6500,NOP,28/10/17,CLE,W
7500,NOP,30/10/17,ORL,L
8303,NOP,01/11/17,MIN,L
9108,NOP,03/11/17,DAL,W
10108,NOP,04/11/17,CHI,W
11147,NOP,07/11/17,IND,W
12124,NOP,09/11/17,TOR,L
13111,NOP,11/11/17,LAC,W
14108,NOP,13/11/17,ATL,W
15108,NOP,15/11/17,TOR,L
16108,NOP,17/11/17,DEN,L
17108,NOP,20/11/17,OKC,W
18108,NOP,22/11/17,SAS,W
19108,NOP,24/11/17,PHO,W
20108,NOP,25/11/17,GSW,L
21147,NOP,29/11/17,MIN,L
22124,NOP,01/12/17,UTA,L
23111,NOP,02/12/17,POR,W
24108,NOP,04/12/17,GSW,L
25108,NOP,06/12/17,DEN,W
26108,NOP,08/12/17,SAC,L
27108,NOP,10/12/17,PHI,W
28108,NOP,11/12/17,HOU,L
29108,NOP,13/12/17,MIL,W
30108,NOP,15/12/17,DEN,L
31147,NOP,19/12/17,WAS,L
32124,NOP,22/12/17,ORL,W
33111,NOP,23/12/17,MIA,W
34108,NOP,27/12/17,BRK,W
35108,NOP,29/12/17,DAL,L
36108,NOP,30/12/17,NYK,L
37108,NOP,03/01/18,UTA,W
38108,NOP,06/01/18,MIN,L
39108,NOP,08/01/18,DET,W
40108,NOP,10/01/18,MEM,L
41147,NOP,12/01/18,POR,W
42124,NOP,14/01/18,NYK,W
43111,NOP,16/01/18,BOS,W
44108,NOP,17/01/18,ATL,L
45108,NOP,20/01/18,MEM,W
46108,NOP,22/01/18,CHI,W
47108,NOP,24/01/18,CHO,W
48108,NOP,26/01/18,HOU,W
49108,NOP,28/01/18,LAC,L
50108,NOP,30/01/18,SAC,L
51147,NOP,02/02/18,OKC,W
52124,NOP,03/02/18,MIN,L
53111,NOP,05/02/18,UTA,L
54108,NOP,09/02/18,PHI,L
55108,NOP,10/02/18,BRK,W
56108,NOP,12/02/18,DET,W
57108,NOP,14/02/18,LAL,W
58108,NOP,23/02/18,MIA,W
59108,NOP,25/02/18,MIL,W
60108,NOP,26/02/18,PHO,W
61147,NOP,28/02/18,SAS,W
62124,NOP,04/03/18,DAL,W
63111,NOP,06/03/18,LAC,W
64108,NOP,07/03/18,SAC,W
65108,NOP,09/03/18,WAS,L
66108,NOP,11/03/18,UTA,L
67108,NOP,13/03/18,CHO,W
68108,NOP,15/03/18,SAS,L
69108,NOP,17/03/18,HOU,L
70108,NOP,18/03/18,BOS,W
71147,NOP,20/03/18,DAL,W
72124,NOP,21/03/18,IND,W
73111,NOP,22/03/18,LAL,W
74108,NOP,24/03/18,HOU,L
75108,NOP,27/03/18,POR,L
76108,NOP,30/03/18,CLE,L
77108,NOP,01/04/18,OKC,L
78108,NOP,04/04/18,MEM,W
79108,NOP,06/04/18,PHO,W
80108,NOP,07/04/18,GSW,W
81113,NOP,09/04/18,LAC,W
82108,NOP,11/04/18,SAS,W
1501,NYK,19/10/17,OKC,L
2501,NYK,21/10/17,DET,L
3501,NYK,24/10/17,BOS,L
4501,NYK,27/10/17,BRK,W
5501,NYK,29/10/17,CLE,W
6501,NYK,30/10/17,DEN,W
7501,NYK,01/11/17,HOU,L
8304,NYK,03/11/17,PHO,W
9109,NYK,05/11/17,IND,W
10109,NYK,07/11/17,CHO,W
11148,NYK,08/11/17,ORL,L
12125,NYK,11/11/17,SAC,W
13112,NYK,13/11/17,CLE,L
14109,NYK,15/11/17,UTA,W
15109,NYK,17/11/17,TOR,L
16109,NYK,20/11/17,LAC,W
17109,NYK,22/11/17,TOR,W
18109,NYK,24/11/17,ATL,L
19109,NYK,25/11/17,HOU,L
20109,NYK,27/11/17,POR,L
21148,NYK,29/11/17,MIA,W
22125,NYK,03/12/17,ORL,L
23112,NYK,04/12/17,IND,L
24109,NYK,06/12/17,MEM,W
25109,NYK,09/12/17,CHI,L
26109,NYK,10/12/17,ATL,W
27109,NYK,12/12/17,LAL,W
28109,NYK,14/12/17,BRK,W
29109,NYK,16/12/17,OKC,W
30109,NYK,18/12/17,CHO,L
31148,NYK,21/12/17,BOS,W
32125,NYK,22/12/17,DET,L
33112,NYK,25/12/17,PHI,L
34109,NYK,27/12/17,CHI,L
35109,NYK,28/12/17,SAS,L
36109,NYK,30/12/17,NOP,W
37109,NYK,02/01/18,SAS,L
38109,NYK,03/01/18,WAS,L
39109,NYK,05/01/18,MIA,L
40109,NYK,07/01/18,DAL,W
41148,NYK,10/01/18,CHI,L
42125,NYK,12/01/18,MIN,L
43112,NYK,14/01/18,NOP,L
44109,NYK,15/01/18,BRK,W
45109,NYK,17/01/18,MEM,L
46109,NYK,19/01/18,UTA,W
47109,NYK,21/01/18,LAL,L
48109,NYK,23/01/18,GSW,L
49109,NYK,25/01/18,DEN,L
50109,NYK,26/01/18,PHO,W
51148,NYK,30/01/18,BRK,W
52125,NYK,31/01/18,BOS,L
53112,NYK,02/02/18,MIL,L
54109,NYK,04/02/18,ATL,L
55109,NYK,06/02/18,MIL,L
56109,NYK,08/02/18,TOR,L
57109,NYK,11/02/18,IND,L
58109,NYK,12/02/18,PHI,L
59109,NYK,14/02/18,WAS,L
60109,NYK,22/02/18,ORL,W
61148,NYK,24/02/18,BOS,L
62125,NYK,26/02/18,GSW,L
63112,NYK,02/03/18,LAC,L
64109,NYK,04/03/18,SAC,L
65109,NYK,06/03/18,POR,L
66109,NYK,09/03/18,MIL,L
67109,NYK,11/03/18,TOR,L
68109,NYK,13/03/18,DAL,L
69109,NYK,15/03/18,PHI,L
70109,NYK,17/03/18,CHO,W
71148,NYK,19/03/18,CHI,W
72125,NYK,21/03/18,MIA,L
73112,NYK,23/03/18,MIN,L
74109,NYK,25/03/18,WAS,W
75109,NYK,26/03/18,CHO,L
76109,NYK,28/03/18,PHI,L
77109,NYK,31/03/18,DET,L
78109,NYK,03/04/18,ORL,L
79109,NYK,06/04/18,MIA,W
80109,NYK,07/04/18,MIL,L
81114,NYK,09/04/18,CLE,L
82109,NYK,11/04/18,CLE,W
1502,OKC,19/10/17,NYK,W
2502,OKC,21/10/17,UTA,L
3502,OKC,22/10/17,MIN,L
4502,OKC,25/10/17,IND,W
5502,OKC,27/10/17,MIN,L
6502,OKC,28/10/17,CHI,W
7502,OKC,31/10/17,MIL,W
8305,OKC,03/11/17,BOS,L
9110,OKC,05/11/17,POR,L
10110,OKC,07/11/17,SAC,L
11149,OKC,09/11/17,DEN,L
12126,OKC,10/11/17,LAC,W
13113,OKC,12/11/17,DAL,W
14110,OKC,15/11/17,CHI,W
15110,OKC,17/11/17,SAS,L
16110,OKC,20/11/17,NOP,L
17110,OKC,22/11/17,GSW,W
18110,OKC,24/11/17,DET,L
19110,OKC,25/11/17,DAL,L
20110,OKC,29/11/17,ORL,L
21149,OKC,01/12/17,MIN,W
22126,OKC,03/12/17,SAS,W
23113,OKC,05/12/17,UTA,W
24110,OKC,07/12/17,BRK,L
25110,OKC,09/12/17,MEM,W
26110,OKC,11/12/17,CHO,L
27110,OKC,13/12/17,IND,W
28110,OKC,15/12/17,PHI,W
29110,OKC,16/12/17,NYK,L
30110,OKC,18/12/17,DEN,W
31149,OKC,20/12/17,UTA,W
32126,OKC,22/12/17,ATL,W
33113,OKC,23/12/17,UTA,W
34110,OKC,25/12/17,HOU,W
35110,OKC,27/12/17,TOR,W
36110,OKC,29/12/17,MIL,L
37110,OKC,31/12/17,DAL,L
38110,OKC,03/01/18,LAL,W
39110,OKC,04/01/18,LAC,W
40110,OKC,07/01/18,PHO,L
41149,OKC,09/01/18,POR,L
42126,OKC,10/01/18,MIN,L
43113,OKC,13/01/18,CHO,W
44110,OKC,15/01/18,SAC,W
45110,OKC,17/01/18,LAL,W
46110,OKC,20/01/18,CLE,W
47110,OKC,23/01/18,BRK,W
48110,OKC,25/01/18,WAS,W
49110,OKC,27/01/18,DET,W
50110,OKC,28/01/18,PHI,W
51149,OKC,30/01/18,WAS,L
52126,OKC,01/02/18,DEN,L
53113,OKC,02/02/18,NOP,L
54110,OKC,04/02/18,LAL,L
55110,OKC,06/02/18,GSW,W
56110,OKC,08/02/18,LAL,L
57110,OKC,11/02/18,MEM,W
58110,OKC,13/02/18,CLE,L
59110,OKC,14/02/18,MEM,W
60110,OKC,22/02/18,SAC,W
61149,OKC,24/02/18,GSW,L
62126,OKC,26/02/18,ORL,W
63113,OKC,28/02/18,DAL,W
64110,OKC,02/03/18,PHO,W
65110,OKC,03/03/18,POR,L
66110,OKC,06/03/18,HOU,L
67110,OKC,08/03/18,PHO,W
68110,OKC,10/03/18,SAS,W
69110,OKC,12/03/18,SAC,W
70110,OKC,13/03/18,ATL,W
71149,OKC,16/03/18,LAC,W
72126,OKC,18/03/18,TOR,W
73113,OKC,20/03/18,BOS,L
74110,OKC,23/03/18,MIA,W
75110,OKC,25/03/18,POR,L
76110,OKC,29/03/18,SAS,L
77110,OKC,30/03/18,DEN,L
78110,OKC,01/04/18,NOP,W
79110,OKC,03/04/18,GSW,L
80110,OKC,07/04/18,HOU,W
81115,OKC,09/04/18,MIA,W
82110,OKC,11/04/18,MEM,W
1503,ORL,18/10/17,MIA,W
2503,ORL,20/10/17,BRK,L
3503,ORL,21/10/17,CLE,W
4503,ORL,24/10/17,BRK,W
5503,ORL,27/10/17,SAS,W
6503,ORL,29/10/17,CHO,L
7503,ORL,30/10/17,NOP,W
8306,ORL,01/11/17,MEM,W
9111,ORL,03/11/17,CHI,L
10111,ORL,05/11/17,BOS,L
11150,ORL,08/11/17,NYK,W
12127,ORL,10/11/17,PHO,W
13114,ORL,11/11/17,DEN,L
14111,ORL,13/11/17,GSW,L
15111,ORL,15/11/17,POR,L
16111,ORL,18/11/17,UTA,L
17111,ORL,20/11/17,IND,L
18111,ORL,22/11/17,MIN,L
19111,ORL,24/11/17,BOS,L
20111,ORL,25/11/17,PHI,L
21150,ORL,27/11/17,IND,L
22127,ORL,29/11/17,OKC,W
23114,ORL,01/12/17,GSW,L
24111,ORL,03/12/17,NYK,W
25111,ORL,04/12/17,CHO,L
26111,ORL,06/12/17,ATL,W
27111,ORL,08/12/17,DEN,L
28111,ORL,09/12/17,ATL,L
29111,ORL,13/12/17,LAC,L
30111,ORL,15/12/17,POR,L
31150,ORL,17/12/17,DET,L
32127,ORL,20/12/17,CHI,L
33114,ORL,22/12/17,NOP,L
34111,ORL,23/12/17,WAS,L
35111,ORL,26/12/17,MIA,L
36111,ORL,28/12/17,DET,W
37111,ORL,30/12/17,MIA,L
38111,ORL,01/01/18,BRK,L
39111,ORL,03/01/18,HOU,L
40111,ORL,06/01/18,CLE,L
41150,ORL,09/01/18,DAL,L
42127,ORL,10/01/18,MIL,L
43114,ORL,12/01/18,WAS,L
44111,ORL,16/01/18,MIN,W
45111,ORL,18/01/18,CLE,L
46111,ORL,21/01/18,BOS,W
47111,ORL,23/01/18,SAC,L
48111,ORL,27/01/18,IND,L
49111,ORL,30/01/18,HOU,L
50111,ORL,31/01/18,LAL,W
51150,ORL,03/02/18,WAS,L
52127,ORL,05/02/18,MIA,W
53114,ORL,06/02/18,CLE,W
54111,ORL,08/02/18,ATL,W
55111,ORL,10/02/18,MIL,L
56111,ORL,12/02/18,CHI,L
57111,ORL,14/02/18,CHO,L
58111,ORL,22/02/18,NYK,L
59111,ORL,24/02/18,PHI,L
60111,ORL,26/02/18,OKC,L
61150,ORL,28/02/18,TOR,L
62127,ORL,02/03/18,DET,W
63114,ORL,03/03/18,MEM,W
64111,ORL,05/03/18,UTA,L
65111,ORL,07/03/18,LAL,L
66111,ORL,09/03/18,SAC,L
67111,ORL,10/03/18,LAC,L
68111,ORL,13/03/18,SAS,L
69111,ORL,14/03/18,MIL,W
70111,ORL,16/03/18,BOS,L
71150,ORL,20/03/18,TOR,L
72127,ORL,22/03/18,PHI,L
73114,ORL,24/03/18,PHO,W
74111,ORL,28/03/18,BRK,L
75111,ORL,30/03/18,CHI,L
76111,ORL,01/04/18,ATL,L
77111,ORL,03/04/18,NYK,W
78111,ORL,04/04/18,DAL,W
79111,ORL,06/04/18,CHO,L
80111,ORL,08/04/18,TOR,L
81116,ORL,09/04/18,MIL,L
82111,ORL,11/04/18,WAS,W
1504,PHI,18/10/17,WAS,L
2504,PHI,20/10/17,BOS,L
3504,PHI,21/10/17,TOR,L
4504,PHI,23/10/17,DET,W
5504,PHI,25/10/17,HOU,L
6504,PHI,28/10/17,DAL,W
7504,PHI,30/10/17,HOU,W
8307,PHI,01/11/17,ATL,W
9112,PHI,03/11/17,IND,W
10112,PHI,07/11/17,UTA,W
11151,PHI,09/11/17,SAC,L
12128,PHI,11/11/17,GSW,L
13115,PHI,13/11/17,LAC,W
14112,PHI,15/11/17,LAL,W
15112,PHI,18/11/17,GSW,L
16112,PHI,20/11/17,UTA,W
17112,PHI,22/11/17,POR,W
18112,PHI,25/11/17,ORL,W
19112,PHI,27/11/17,CLE,L
20112,PHI,29/11/17,WAS,W
21151,PHI,30/11/17,BOS,L
22128,PHI,02/12/17,DET,W
23115,PHI,04/12/17,PHO,L
24112,PHI,07/12/17,LAL,L
25112,PHI,09/12/17,CLE,L
26112,PHI,10/12/17,NOP,L
27112,PHI,12/12/17,MIN,W
28112,PHI,15/12/17,OKC,L
29112,PHI,18/12/17,CHI,L
30112,PHI,19/12/17,SAC,L
31151,PHI,21/12/17,TOR,L
32128,PHI,23/12/17,TOR,L
33115,PHI,25/12/17,NYK,W
34112,PHI,28/12/17,POR,L
35112,PHI,30/12/17,DEN,W
36112,PHI,31/12/17,PHO,W
37112,PHI,03/01/18,SAS,W
38112,PHI,05/01/18,DET,W
39112,PHI,11/01/18,BOS,L
40112,PHI,15/01/18,TOR,W
41151,PHI,18/01/18,BOS,W
42128,PHI,20/01/18,MIL,W
43115,PHI,22/01/18,MEM,L
44112,PHI,24/01/18,CHI,W
45112,PHI,26/01/18,SAS,W
46112,PHI,28/01/18,OKC,L
47112,PHI,29/01/18,MIL,L
48112,PHI,31/01/18,BRK,L
49112,PHI,02/02/18,MIA,W
50112,PHI,03/02/18,IND,L
51151,PHI,06/02/18,WAS,W
52128,PHI,09/02/18,NOP,W
53115,PHI,10/02/18,LAC,W
54112,PHI,12/02/18,NYK,W
55112,PHI,14/02/18,MIA,W
56112,PHI,22/02/18,CHI,W
57112,PHI,24/02/18,ORL,W
58112,PHI,25/02/18,WAS,L
59112,PHI,27/02/18,MIA,L
60112,PHI,01/03/18,CLE,W
61151,PHI,02/03/18,CHO,W
62128,PHI,04/03/18,MIL,L
63115,PHI,06/03/18,CHO,W
64112,PHI,08/03/18,MIA,L
65112,PHI,11/03/18,BRK,W
66112,PHI,13/03/18,IND,L
67112,PHI,15/03/18,NYK,W
68112,PHI,16/03/18,BRK,W
69112,PHI,19/03/18,CHO,W
70112,PHI,21/03/18,MEM,W
71151,PHI,22/03/18,ORL,W
72128,PHI,24/03/18,MIN,W
73115,PHI,26/03/18,DEN,W
74112,PHI,28/03/18,NYK,W
75112,PHI,30/03/18,ATL,W
76112,PHI,01/04/18,CHO,W
77112,PHI,03/04/18,BRK,W
78112,PHI,04/04/18,DET,W
79112,PHI,06/04/18,CLE,W
80112,PHI,08/04/18,DAL,W
81117,PHI,10/04/18,ATL,W
82112,PHI,11/04/18,MIL,W
1505,PHO,18/10/17,POR,L
2505,PHO,20/10/17,LAL,L
3505,PHO,21/10/17,LAC,L
4505,PHO,23/10/17,SAC,W
5505,PHO,25/10/17,UTA,W
6505,PHO,28/10/17,POR,L
7505,PHO,31/10/17,BRK,W
8308,PHO,01/11/17,WAS,W
9113,PHO,03/11/17,NYK,L
10113,PHO,05/11/17,SAS,L
11152,PHO,06/11/17,BRK,L
12129,PHO,08/11/17,MIA,L
13116,PHO,10/11/17,ORL,L
14113,PHO,11/11/17,MIN,W
15113,PHO,13/11/17,LAL,L
16113,PHO,16/11/17,HOU,L
17113,PHO,17/11/17,LAL,W
18113,PHO,19/11/17,CHI,W
19113,PHO,22/11/17,MIL,L
20113,PHO,24/11/17,NOP,L
21152,PHO,26/11/17,MIN,L
22129,PHO,28/11/17,CHI,W
23116,PHO,29/11/17,DET,L
24113,PHO,02/12/17,BOS,L
25113,PHO,04/12/17,PHI,W
26113,PHO,05/12/17,TOR,L
27113,PHO,07/12/17,WAS,L
28113,PHO,09/12/17,SAS,L
29113,PHO,12/12/17,SAC,L
30113,PHO,13/12/17,TOR,L
31152,PHO,16/12/17,MIN,W
32129,PHO,18/12/17,DAL,W
33116,PHO,20/12/17,LAC,L
34113,PHO,21/12/17,MEM,W
35113,PHO,23/12/17,MIN,L
36113,PHO,26/12/17,MEM,W
37113,PHO,29/12/17,SAC,W
38113,PHO,31/12/17,PHI,L
39113,PHO,02/01/18,ATL,W
40113,PHO,03/01/18,DEN,L
41152,PHO,05/01/18,SAS,L
42129,PHO,07/01/18,OKC,W
43116,PHO,12/01/18,HOU,L
44113,PHO,14/01/18,IND,L
45113,PHO,16/01/18,POR,L
46113,PHO,19/01/18,DEN,W
47113,PHO,22/01/18,MIL,L
48113,PHO,24/01/18,IND,L
49113,PHO,26/01/18,NYK,L
50113,PHO,28/01/18,HOU,L
51152,PHO,29/01/18,MEM,L
52129,PHO,31/01/18,DAL,W
53116,PHO,02/02/18,UTA,L
54113,PHO,04/02/18,CHO,L
55113,PHO,06/02/18,LAL,L
56113,PHO,07/02/18,SAS,L
57113,PHO,10/02/18,DEN,L
58113,PHO,12/02/18,GSW,L
59113,PHO,14/02/18,UTA,L
60113,PHO,23/02/18,LAC,L
61152,PHO,24/02/18,POR,L
62129,PHO,26/02/18,NOP,L
63116,PHO,28/02/18,MEM,W
64113,PHO,02/03/18,OKC,L
65113,PHO,04/03/18,ATL,L
66113,PHO,05/03/18,MIA,L
67113,PHO,08/03/18,OKC,L
68113,PHO,10/03/18,CHO,L
69113,PHO,13/03/18,CLE,L
70113,PHO,15/03/18,UTA,L
71152,PHO,17/03/18,GSW,L
72129,PHO,20/03/18,DET,L
73116,PHO,23/03/18,CLE,L
74113,PHO,24/03/18,ORL,L
75113,PHO,26/03/18,BOS,L
76113,PHO,28/03/18,LAC,L
77113,PHO,30/03/18,HOU,L
78113,PHO,01/04/18,GSW,L
79113,PHO,03/04/18,SAC,W
80113,PHO,06/04/18,NOP,L
81118,PHO,08/04/18,GSW,L
82113,PHO,10/04/18,DAL,W
1506,POR,18/10/17,PHO,W
2506,POR,20/10/17,IND,W
3506,POR,21/10/17,MIL,L
4506,POR,24/10/17,NOP,W
5506,POR,26/10/17,LAC,L
6506,POR,28/10/17,PHO,W
7506,POR,30/10/17,TOR,L
8309,POR,01/11/17,UTA,L
9114,POR,02/11/17,LAL,W
10114,POR,05/11/17,OKC,W
11153,POR,07/11/17,MEM,L
12130,POR,10/11/17,BRK,L
13117,POR,13/11/17,DEN,W
14114,POR,15/11/17,ORL,W
15114,POR,17/11/17,SAC,L
16114,POR,18/11/17,SAC,W
17114,POR,20/11/17,MEM,W
18114,POR,22/11/17,PHI,L
19114,POR,24/11/17,BRK,W
20114,POR,25/11/17,WAS,W
21153,POR,27/11/17,NYK,W
22130,POR,30/11/17,MIL,L
23117,POR,02/12/17,NOP,L
24114,POR,05/12/17,WAS,L
25114,POR,09/12/17,HOU,L
26114,POR,11/12/17,GSW,L
27114,POR,13/12/17,MIA,W
28114,POR,15/12/17,ORL,W
29114,POR,16/12/17,CHO,W
30114,POR,18/12/17,MIN,L
31153,POR,20/12/17,SAS,L
32130,POR,22/12/17,DEN,L
33117,POR,23/12/17,LAL,W
34114,POR,28/12/17,PHI,W
35114,POR,30/12/17,ATL,L
36114,POR,01/01/18,CHI,W
37114,POR,02/01/18,CLE,L
38114,POR,05/01/18,ATL,W
39114,POR,07/01/18,SAS,W
40114,POR,09/01/18,OKC,W
41153,POR,10/01/18,HOU,L
42130,POR,12/01/18,NOP,L
43117,POR,14/01/18,MIN,L
44114,POR,16/01/18,PHO,W
45114,POR,18/01/18,IND,W
46114,POR,20/01/18,DAL,W
47114,POR,22/01/18,DEN,L
48114,POR,24/01/18,MIN,W
49114,POR,26/01/18,DAL,W
50114,POR,30/01/18,LAC,W
51153,POR,31/01/18,CHI,W
52130,POR,02/02/18,TOR,L
53117,POR,04/02/18,BOS,L
54114,POR,05/02/18,DET,L
55114,POR,08/02/18,CHO,W
56114,POR,09/02/18,SAC,W
57114,POR,11/02/18,UTA,L
58114,POR,14/02/18,GSW,W
59114,POR,23/02/18,UTA,W
60114,POR,24/02/18,PHO,W
61153,POR,27/02/18,SAC,W
62130,POR,01/03/18,MIN,W
63117,POR,03/03/18,OKC,W
64114,POR,05/03/18,LAL,W
65114,POR,06/03/18,NYK,W
66114,POR,09/03/18,GSW,W
67114,POR,12/03/18,MIA,W
68114,POR,15/03/18,CLE,W
69114,POR,17/03/18,DET,W
70114,POR,18/03/18,LAC,W
71153,POR,20/03/18,HOU,L
72130,POR,23/03/18,BOS,L
73117,POR,25/03/18,OKC,W
74114,POR,27/03/18,NOP,W
75114,POR,28/03/18,MEM,L
76114,POR,30/03/18,LAC,W
77114,POR,01/04/18,MEM,W
78114,POR,03/04/18,DAL,L
79114,POR,05/04/18,HOU,L
80114,POR,07/04/18,SAS,L
81119,POR,09/04/18,DEN,L
82114,POR,11/04/18,UTA,W
1507,SAC,18/10/17,HOU,L
2507,SAC,20/10/17,DAL,W
3507,SAC,21/10/17,DEN,L
4507,SAC,23/10/17,PHO,L
5507,SAC,26/10/17,NOP,L
6507,SAC,29/10/17,WAS,L
7507,SAC,31/10/17,IND,L
8310,SAC,01/11/17,BOS,L
9115,SAC,04/11/17,DET,L
10115,SAC,07/11/17,OKC,W
11154,SAC,09/11/17,PHI,W
12131,SAC,11/11/17,NYK,L
13118,SAC,13/11/17,WAS,L
14115,SAC,15/11/17,ATL,L
15115,SAC,17/11/17,POR,W
16115,SAC,18/11/17,POR,L
17115,SAC,20/11/17,DEN,L
18115,SAC,22/11/17,LAL,W
19115,SAC,25/11/17,LAC,L
20115,SAC,27/11/17,GSW,W
21154,SAC,28/11/17,MIL,L
22131,SAC,01/12/17,CHI,W
23118,SAC,02/12/17,MIL,L
24115,SAC,06/12/17,CLE,L
25115,SAC,08/12/17,NOP,W
26115,SAC,10/12/17,TOR,L
27115,SAC,12/12/17,PHO,W
28115,SAC,14/12/17,MIN,L
29115,SAC,17/12/17,TOR,L
30115,SAC,19/12/17,PHI,W
31154,SAC,20/12/17,BRK,W
32131,SAC,23/12/17,SAS,L
33118,SAC,26/12/17,LAC,L
34115,SAC,27/12/17,CLE,W
35115,SAC,29/12/17,PHO,L
36115,SAC,31/12/17,MEM,L
37115,SAC,02/01/18,CHO,L
38115,SAC,06/01/18,DEN,W
39115,SAC,08/01/18,SAS,L
40115,SAC,09/01/18,LAL,L
41154,SAC,11/01/18,LAC,L
42131,SAC,13/01/18,LAC,L
43118,SAC,15/01/18,OKC,L
44115,SAC,17/01/18,UTA,L
45115,SAC,19/01/18,MEM,L
46115,SAC,22/01/18,CHO,L
47115,SAC,23/01/18,ORL,W
48115,SAC,25/01/18,MIA,W
49115,SAC,28/01/18,SAS,L
50115,SAC,30/01/18,NOP,W
51154,SAC,02/02/18,GSW,L
52131,SAC,03/02/18,DAL,L
53118,SAC,05/02/18,CHI,W
54115,SAC,09/02/18,POR,L
55115,SAC,11/02/18,MIN,L
56115,SAC,13/02/18,DAL,W
57115,SAC,14/02/18,HOU,L
58115,SAC,22/02/18,OKC,L
59115,SAC,24/02/18,LAL,L
60115,SAC,26/02/18,MIN,L
61154,SAC,27/02/18,POR,L
62131,SAC,01/03/18,BRK,W
63118,SAC,03/03/18,UTA,L
64115,SAC,04/03/18,NYK,W
65115,SAC,07/03/18,NOP,L
66115,SAC,09/03/18,ORL,W
67115,SAC,11/03/18,DEN,L
68115,SAC,12/03/18,OKC,L
69115,SAC,14/03/18,MIA,W
70115,SAC,16/03/18,GSW,W
71154,SAC,17/03/18,UTA,L
72131,SAC,19/03/18,DET,L
73118,SAC,22/03/18,ATL,W
74115,SAC,25/03/18,BOS,L
75115,SAC,27/03/18,DAL,L
76115,SAC,29/03/18,IND,L
77115,SAC,31/03/18,GSW,L
78115,SAC,01/04/18,LAL,W
79115,SAC,03/04/18,PHO,L
80115,SAC,06/04/18,MEM,W
81120,SAC,09/04/18,SAS,L
82115,SAC,11/04/18,HOU,W
1508,SAS,18/10/17,MIN,W
2508,SAS,21/10/17,CHI,W
3508,SAS,23/10/17,TOR,W
4508,SAS,25/10/17,MIA,W
5508,SAS,27/10/17,ORL,L
6508,SAS,29/10/17,IND,L
7508,SAS,30/10/17,BOS,L
8311,SAS,02/11/17,GSW,L
9116,SAS,03/11/17,CHO,W
10116,SAS,05/11/17,PHO,W
11155,SAS,07/11/17,LAC,W
12132,SAS,10/11/17,MIL,L
13119,SAS,11/11/17,CHI,W
14116,SAS,14/11/17,DAL,W
15116,SAS,15/11/17,MIN,L
16116,SAS,17/11/17,OKC,W
17116,SAS,20/11/17,ATL,W
18116,SAS,22/11/17,NOP,L
19116,SAS,25/11/17,CHO,W
20116,SAS,27/11/17,DAL,W
21155,SAS,29/11/17,MEM,W
22132,SAS,01/12/17,MEM,W
23119,SAS,03/12/17,OKC,L
24116,SAS,04/12/17,DET,W
25116,SAS,06/12/17,MIA,W
26116,SAS,08/12/17,BOS,W
27116,SAS,09/12/17,PHO,W
28116,SAS,12/12/17,DAL,L
29116,SAS,15/12/17,HOU,L
30116,SAS,16/12/17,DAL,W
31155,SAS,18/12/17,LAC,W
32132,SAS,20/12/17,POR,W
33119,SAS,21/12/17,UTA,L
34116,SAS,23/12/17,SAC,W
35116,SAS,26/12/17,BRK,W
36116,SAS,28/12/17,NYK,W
37116,SAS,30/12/17,DET,L
38116,SAS,02/01/18,NYK,W
39116,SAS,03/01/18,PHI,L
40116,SAS,05/01/18,PHO,W
41155,SAS,07/01/18,POR,L
42132,SAS,08/01/18,SAC,W
43119,SAS,11/01/18,LAL,L
44116,SAS,13/01/18,DEN,W
45116,SAS,15/01/18,ATL,L
