,Team,Date,Opponent,WINorLOSS
33101,DET,26/12/17,IND,W
3498,DET,28/12/17,ORL,L
3598,DET,30/12/17,SAS,W
3698,DET,03/01/18,MIA,L
3798,DET,05/01/18,PHI,L
3898,DET,06/01/18,HOU,W
3998,DET,08/01/18,NOP,L
4098,DET,10/01/18,BRK,W
41137,DET,13/01/18,CHI,L
42114,DET,15/01/18,CHO,L
43101,DET,17/01/18,TOR,L
4498,DET,19/01/18,WAS,L
4598,DET,21/01/18,BRK,L
4698,DET,24/01/18,UTA,L
4798,DET,27/01/18,OKC,L
4898,DET,28/01/18,CLE,L
4998,DET,30/01/18,CLE,W
5098,DET,01/02/18,MEM,W
51137,DET,03/02/18,MIA,W
52114,DET,05/02/18,POR,W
53101,DET,07/02/18,BRK,W
5498,DET,09/02/18,LAC,L
5598,DET,11/02/18,ATL,L
5698,DET,12/02/18,NOP,L
5798,DET,14/02/18,ATL,W
5898,DET,23/02/18,BOS,L
5998,DET,25/02/18,CHO,L
6098,DET,26/02/18,TOR,L
61137,DET,28/02/18,MIL,W
62114,DET,02/03/18,ORL,L
63101,DET,03/03/18,MIA,L
6498,DET,05/03/18,CLE,L
6598,DET,07/03/18,TOR,L
6698,DET,09/03/18,CHI,W
6798,DET,13/03/18,UTA,L
6898,DET,15/03/18,DEN,L
6998,DET,17/03/18,POR,L
7098,DET,19/03/18,SAC,W
71137,DET,20/03/18,PHO,W
72114,DET,22/03/18,HOU,L
73101,DET,24/03/18,CHI,W
7498,DET,26/03/18,LAL,W
7598,DET,29/03/18,WAS,W
7698,DET,31/03/18,NYK,W
7798,DET,01/04/18,BRK,W
7898,DET,04/04/18,PHI,L
7998,DET,06/04/18,DAL,W
8098,DET,08/04/18,MEM,L
81103,DET,09/04/18,TOR,L
8298,DET,11/04/18,CHI,W
1401,GSW,17/10/17,HOU,L
2401,GSW,20/10/17,NOP,W
3401,GSW,21/10/17,MEM,L
4401,GSW,23/10/17,DAL,W
5401,GSW,25/10/17,TOR,W
6401,GSW,27/10/17,WAS,W
7401,GSW,29/10/17,DET,L
8204,GSW,30/10/17,LAC,W
999,GSW,02/11/17,SAS,W
1099,GSW,04/11/17,DEN,W
11138,GSW,06/11/17,MIA,W
12115,GSW,08/11/17,MIN,W
13102,GSW,11/11/17,PHI,W
1499,GSW,13/11/17,ORL,W
1599,GSW,16/11/17,BOS,L
1699,GSW,18/11/17,PHI,W
1799,GSW,19/11/17,BRK,W
1899,GSW,22/11/17,OKC,L
1999,GSW,24/11/17,CHI,W
2099,GSW,25/11/17,NOP,W
21138,GSW,27/11/17,SAC,L
22115,GSW,29/11/17,LAL,W
23102,GSW,01/12/17,ORL,W
2499,GSW,03/12/17,MIA,W
2599,GSW,04/12/17,NOP,W
2699,GSW,06/12/17,CHO,W
2799,GSW,08/12/17,DET,W
2899,GSW,11/12/17,POR,W
2999,GSW,14/12/17,DAL,W
3099,GSW,18/12/17,LAL,W
31138,GSW,20/12/17,MEM,W
32115,GSW,22/12/17,LAL,W
33102,GSW,23/12/17,DEN,L
3499,GSW,25/12/17,CLE,W
3599,GSW,27/12/17,UTA,W
3699,GSW,29/12/17,CHO,L
3799,GSW,30/12/17,MEM,W
3899,GSW,03/01/18,DAL,W
3999,GSW,04/01/18,HOU,W
4099,GSW,06/01/18,LAC,W
41138,GSW,08/01/18,DEN,W
42115,GSW,10/01/18,LAC,L
43102,GSW,12/01/18,MIL,W
4499,GSW,13/01/18,TOR,W
4599,GSW,15/01/18,CLE,W
4699,GSW,17/01/18,CHI,W
4799,GSW,20/01/18,HOU,L
4899,GSW,23/01/18,NYK,W
4999,GSW,25/01/18,MIN,W
5099,GSW,27/01/18,BOS,W
51138,GSW,30/01/18,UTA,L
52115,GSW,02/02/18,SAC,W
53102,GSW,03/02/18,DEN,L
5499,GSW,06/02/18,OKC,L
5599,GSW,08/02/18,DAL,W
5699,GSW,10/02/18,SAS,W
5799,GSW,12/02/18,PHO,W
5899,GSW,14/02/18,POR,L
5999,GSW,22/02/18,LAC,W
6099,GSW,24/02/18,OKC,W
61138,GSW,26/02/18,NYK,W
62115,GSW,28/02/18,WAS,W
63102,GSW,02/03/18,ATL,W
6499,GSW,06/03/18,BRK,W
6599,GSW,08/03/18,SAS,W
6699,GSW,09/03/18,POR,L
6799,GSW,11/03/18,MIN,L
6899,GSW,14/03/18,LAL,W
6999,GSW,16/03/18,SAC,L
7099,GSW,17/03/18,PHO,W
71138,GSW,19/03/18,SAS,L
72115,GSW,23/03/18,ATL,W
73102,GSW,25/03/18,UTA,L
7499,GSW,27/03/18,IND,L
7599,GSW,29/03/18,MIL,L
7699,GSW,31/03/18,SAC,W
7799,GSW,01/04/18,PHO,W
7899,GSW,03/04/18,OKC,W
7999,GSW,05/04/18,IND,L
8099,GSW,07/04/18,NOP,L
81104,GSW,08/04/18,PHO,W
8299,GSW,10/04/18,UTA,L
1402,HOU,17/10/17,GSW,W
2402,HOU,18/10/17,SAC,W
3402,HOU,21/10/17,DAL,W
4402,HOU,23/10/17,MEM,L
5402,HOU,25/10/17,PHI,W
6402,HOU,27/10/17,CHO,W
7402,HOU,28/10/17,MEM,L
8205,HOU,30/10/17,PHI,L
9100,HOU,01/11/17,NYK,W
10100,HOU,03/11/17,ATL,W
11139,HOU,05/11/17,UTA,W
12116,HOU,09/11/17,CLE,W
13103,HOU,11/11/17,MEM,W
14100,HOU,12/11/17,IND,W
15100,HOU,14/11/17,TOR,L
16100,HOU,16/11/17,PHO,W
17100,HOU,18/11/17,MEM,W
18100,HOU,22/11/17,DEN,W
19100,HOU,25/11/17,NYK,W
20100,HOU,27/11/17,BRK,W
21139,HOU,29/11/17,IND,W
22116,HOU,03/12/17,LAL,W
23103,HOU,07/12/17,UTA,W
24100,HOU,09/12/17,POR,W
25100,HOU,11/12/17,NOP,W
26100,HOU,13/12/17,CHO,W
27100,HOU,15/12/17,SAS,W
28100,HOU,16/12/17,MIL,W
29100,HOU,18/12/17,UTA,W
30100,HOU,20/12/17,LAL,L
31139,HOU,22/12/17,LAC,L
32116,HOU,25/12/17,OKC,L
33103,HOU,28/12/17,BOS,L
34100,HOU,29/12/17,WAS,L
35100,HOU,31/12/17,LAL,W
36100,HOU,03/01/18,ORL,W
37100,HOU,04/01/18,GSW,L
38100,HOU,06/01/18,DET,L
39100,HOU,08/01/18,CHI,W
40100,HOU,10/01/18,POR,W
41139,HOU,12/01/18,PHO,W
42116,HOU,15/01/18,LAC,L
43103,HOU,18/01/18,MIN,W
44100,HOU,20/01/18,GSW,W
45100,HOU,22/01/18,MIA,W
46100,HOU,24/01/18,DAL,W
47100,HOU,26/01/18,NOP,L
48100,HOU,28/01/18,PHO,W
49100,HOU,30/01/18,ORL,W
50100,HOU,01/02/18,SAS,W
51139,HOU,03/02/18,CLE,W
52116,HOU,06/02/18,BRK,W
53103,HOU,07/02/18,MIA,W
54100,HOU,09/02/18,DEN,W
55100,HOU,11/02/18,DAL,W
56100,HOU,13/02/18,MIN,W
57100,HOU,14/02/18,SAC,W
58100,HOU,23/02/18,MIN,W
59100,HOU,25/02/18,DEN,W
60100,HOU,26/02/18,UTA,W
61139,HOU,28/02/18,LAC,W
62116,HOU,03/03/18,BOS,W
63103,HOU,06/03/18,OKC,W
64100,HOU,07/03/18,MIL,W
65100,HOU,09/03/18,TOR,L
66100,HOU,11/03/18,DAL,W
67100,HOU,12/03/18,SAS,W
68100,HOU,15/03/18,LAC,W
69100,HOU,17/03/18,NOP,W
70100,HOU,18/03/18,MIN,W
71139,HOU,20/03/18,POR,W
72116,HOU,22/03/18,DET,W
73103,HOU,24/03/18,NOP,W
74100,HOU,25/03/18,ATL,W
75100,HOU,27/03/18,CHI,W
76100,HOU,30/03/18,PHO,W
77100,HOU,01/04/18,SAS,L
78100,HOU,03/04/18,WAS,W
79100,HOU,05/04/18,POR,W
80100,HOU,07/04/18,OKC,L
81105,HOU,10/04/18,LAL,W
82100,HOU,11/04/18,SAC,L
1403,IND,18/10/17,BRK,W
2403,IND,20/10/17,POR,L
3403,IND,21/10/17,MIA,L
4403,IND,24/10/17,MIN,W
5403,IND,25/10/17,OKC,L
6403,IND,29/10/17,SAS,W
7403,IND,31/10/17,SAC,W
8206,IND,01/11/17,CLE,W
9101,IND,03/11/17,PHI,L
10101,IND,05/11/17,NYK,L
11140,IND,07/11/17,NOP,L
12117,IND,08/11/17,DET,L
13104,IND,10/11/17,CHI,W
14101,IND,12/11/17,HOU,L
15101,IND,15/11/17,MEM,W
16101,IND,17/11/17,DET,W
17101,IND,19/11/17,MIA,W
18101,IND,20/11/17,ORL,W
19101,IND,24/11/17,TOR,W
20101,IND,25/11/17,BOS,L
21140,IND,27/11/17,ORL,W
22117,IND,29/11/17,HOU,L
23104,IND,01/12/17,TOR,L
24101,IND,04/12/17,NYK,W
25101,IND,06/12/17,CHI,W
26101,IND,08/12/17,CLE,W
27101,IND,10/12/17,DEN,W
28101,IND,13/12/17,OKC,L
29101,IND,15/12/17,DET,L
30101,IND,17/12/17,BRK,W
31140,IND,18/12/17,BOS,L
32117,IND,20/12/17,ATL,W
33104,IND,23/12/17,BRK,W
34101,IND,26/12/17,DET,L
35101,IND,27/12/17,DAL,L
36101,IND,29/12/17,CHI,L
37101,IND,31/12/17,MIN,L
38101,IND,03/01/18,MIL,L
39101,IND,06/01/18,CHI,W
40101,IND,08/01/18,MIL,W
41140,IND,10/01/18,MIA,L
42117,IND,12/01/18,CLE,W
43104,IND,14/01/18,PHO,W
44101,IND,15/01/18,UTA,W
45101,IND,18/01/18,POR,L
46101,IND,19/01/18,LAL,L
47101,IND,21/01/18,SAS,W
48101,IND,24/01/18,PHO,W
49101,IND,26/01/18,CLE,L
50101,IND,27/01/18,ORL,W
51140,IND,29/01/18,CHO,W
52117,IND,31/01/18,MEM,W
53104,IND,02/02/18,CHO,L
54101,IND,03/02/18,PHI,W
55101,IND,05/02/18,WAS,L
56101,IND,09/02/18,BOS,W
57101,IND,11/02/18,NYK,W
58101,IND,14/02/18,BRK,W
59101,IND,23/02/18,ATL,W
60101,IND,26/02/18,DAL,L
61140,IND,28/02/18,ATL,L
62117,IND,02/03/18,MIL,W
63104,IND,04/03/18,WAS,W
64101,IND,05/03/18,MIL,W
65101,IND,07/03/18,UTA,L
66101,IND,09/03/18,ATL,W
67101,IND,11/03/18,BOS,W
68101,IND,13/03/18,PHI,W
69101,IND,15/03/18,TOR,L
70101,IND,17/03/18,WAS,L
71140,IND,19/03/18,LAL,W
72117,IND,21/03/18,NOP,L
73104,IND,23/03/18,LAC,W
74101,IND,25/03/18,MIA,W
75101,IND,27/03/18,GSW,W
76101,IND,29/03/18,SAC,W
77101,IND,01/04/18,LAC,W
78101,IND,03/04/18,DEN,L
79101,IND,05/04/18,GSW,W
80101,IND,06/04/18,TOR,L
81106,IND,08/04/18,CHO,W
82101,IND,10/04/18,CHO,L
1404,LAC,19/10/17,LAL,W
2404,LAC,21/10/17,PHO,W
3404,LAC,24/10/17,UTA,W
4404,LAC,26/10/17,POR,W
5404,LAC,28/10/17,DET,L
6404,LAC,30/10/17,GSW,L
7404,LAC,01/11/17,DAL,W
8207,LAC,04/11/17,MEM,L
9102,LAC,05/11/17,MIA,L
10102,LAC,07/11/17,SAS,L
11141,LAC,10/11/17,OKC,L
12118,LAC,11/11/17,NOP,L
13105,LAC,13/11/17,PHI,L
14102,LAC,17/11/17,CLE,L
15102,LAC,18/11/17,CHO,L
16102,LAC,20/11/17,NYK,L
17102,LAC,22/11/17,ATL,W
18102,LAC,25/11/17,SAC,W
19102,LAC,27/11/17,LAL,W
20102,LAC,30/11/17,UTA,L
21141,LAC,02/12/17,DAL,L
22118,LAC,03/12/17,MIN,L
23105,LAC,06/12/17,MIN,L
24102,LAC,09/12/17,WAS,W
25102,LAC,11/12/17,TOR,W
26102,LAC,13/12/17,ORL,W
27102,LAC,15/12/17,WAS,L
28102,LAC,16/12/17,MIA,L
29102,LAC,18/12/17,SAS,L
30102,LAC,20/12/17,PHO,W
31141,LAC,22/12/17,HOU,W
32118,LAC,23/12/17,MEM,L
33105,LAC,26/12/17,SAC,W
34102,LAC,29/12/17,LAL,W
35102,LAC,31/12/17,CHO,W
36102,LAC,02/01/18,MEM,W
37102,LAC,04/01/18,OKC,L
38102,LAC,06/01/18,GSW,L
39102,LAC,08/01/18,ATL,W
40102,LAC,10/01/18,GSW,W
41141,LAC,11/01/18,SAC,W
42118,LAC,13/01/18,SAC,W
43105,LAC,15/01/18,HOU,W
44102,LAC,17/01/18,DEN,W
45102,LAC,20/01/18,UTA,L
46102,LAC,22/01/18,MIN,L
47102,LAC,24/01/18,BOS,L
48102,LAC,26/01/18,MEM,W
49102,LAC,28/01/18,NOP,W
50102,LAC,30/01/18,POR,L
51141,LAC,03/02/18,CHI,W
52118,LAC,05/02/18,DAL,W
53105,LAC,09/02/18,DET,W
54102,LAC,10/02/18,PHI,L
55102,LAC,12/02/18,BRK,W
56102,LAC,14/02/18,BOS,W
57102,LAC,22/02/18,GSW,L
58102,LAC,23/02/18,PHO,W
59102,LAC,27/02/18,DEN,W
60102,LAC,28/02/18,HOU,L
61141,LAC,02/03/18,NYK,W
62118,LAC,04/03/18,BRK,W
63105,LAC,06/03/18,NOP,L
64102,LAC,09/03/18,CLE,W
65102,LAC,10/03/18,ORL,W
66102,LAC,13/03/18,CHI,W
67102,LAC,15/03/18,HOU,L
68102,LAC,16/03/18,OKC,L
69102,LAC,18/03/18,POR,L
70102,LAC,20/03/18,MIN,L
71141,LAC,21/03/18,MIL,W
72118,LAC,23/03/18,IND,L
73105,LAC,25/03/18,TOR,W
74102,LAC,27/03/18,MIL,W
75102,LAC,28/03/18,PHO,W
76102,LAC,30/03/18,POR,L
77102,LAC,01/04/18,IND,L
78102,LAC,03/04/18,SAS,W
79102,LAC,05/04/18,UTA,L
80102,LAC,07/04/18,DEN,L
81107,LAC,09/04/18,NOP,L
82102,LAC,11/04/18,LAL,L
1405,LAL,19/10/17,LAC,L
2405,LAL,20/10/17,PHO,W
3405,LAL,22/10/17,NOP,L
4405,LAL,25/10/17,WAS,W
5405,LAL,27/10/17,TOR,L
6405,LAL,28/10/17,UTA,L
7405,LAL,31/10/17,DET,W
8208,LAL,02/11/17,POR,L
9103,LAL,03/11/17,BRK,W
10103,LAL,05/11/17,MEM,W
11142,LAL,08/11/17,BOS,L
12119,LAL,09/11/17,WAS,L
13106,LAL,11/11/17,MIL,L
14103,LAL,13/11/17,PHO,W
15103,LAL,15/11/17,PHI,L
16103,LAL,17/11/17,PHO,L
17103,LAL,19/11/17,DEN,W
18103,LAL,21/11/17,CHI,W
19103,LAL,22/11/17,SAC,L
20103,LAL,27/11/17,LAC,L
21142,LAL,29/11/17,GSW,L
22119,LAL,02/12/17,DEN,L
23106,LAL,03/12/17,HOU,L
24103,LAL,07/12/17,PHI,W
25103,LAL,09/12/17,CHO,W
26103,LAL,12/12/17,NYK,L
27103,LAL,14/12/17,CLE,L
28103,LAL,18/12/17,GSW,L
29103,LAL,20/12/17,HOU,W
30103,LAL,22/12/17,GSW,L
31142,LAL,23/12/17,POR,L
32119,LAL,25/12/17,MIN,L
33106,LAL,27/12/17,MEM,L
34103,LAL,29/12/17,LAC,L
35103,LAL,31/12/17,HOU,L
36103,LAL,01/01/18,MIN,L
37103,LAL,03/01/18,OKC,L
38103,LAL,05/01/18,CHO,L
39103,LAL,07/01/18,ATL,W
40103,LAL,09/01/18,SAC,W
41142,LAL,11/01/18,SAS,W
42119,LAL,13/01/18,DAL,W
43106,LAL,15/01/18,MEM,L
44103,LAL,17/01/18,OKC,L
45103,LAL,19/01/18,IND,W
46103,LAL,21/01/18,NYK,W
47103,LAL,23/01/18,BOS,W
48103,LAL,26/01/18,CHI,W
49103,LAL,28/01/18,TOR,L
50103,LAL,31/01/18,ORL,L
51142,LAL,02/02/18,BRK,W
52119,LAL,04/02/18,OKC,W
53106,LAL,06/02/18,PHO,W
54103,LAL,08/02/18,OKC,W
55103,LAL,10/02/18,DAL,L
56103,LAL,14/02/18,NOP,L
57103,LAL,15/02/18,MIN,L
58103,LAL,23/02/18,DAL,W
59103,LAL,24/02/18,SAC,W
60103,LAL,26/02/18,ATL,W
61142,LAL,01/03/18,MIA,W
62119,LAL,03/03/18,SAS,W
63106,LAL,05/03/18,POR,L
64103,LAL,07/03/18,ORL,W
65103,LAL,09/03/18,DEN,L
66103,LAL,11/03/18,CLE,W
67103,LAL,13/03/18,DEN,W
68103,LAL,14/03/18,GSW,L
69103,LAL,16/03/18,MIA,L
70103,LAL,19/03/18,IND,L
71142,LAL,22/03/18,NOP,L
72119,LAL,24/03/18,MEM,W
73106,LAL,26/03/18,DET,L
74103,LAL,28/03/18,DAL,W
75103,LAL,30/03/18,MIL,L
76103,LAL,01/04/18,SAC,L
77103,LAL,03/04/18,UTA,L
78103,LAL,04/04/18,SAS,W
79103,LAL,06/04/18,MIN,L
80103,LAL,08/04/18,UTA,L
81108,LAL,10/04/18,HOU,L
82103,LAL,11/04/18,LAC,W
1406,MEM,18/10/17,NOP,W
2406,MEM,21/10/17,GSW,W
3406,MEM,23/10/17,HOU,W
4406,MEM,25/10/17,DAL,L
5406,MEM,26/10/17,DAL,W
6406,MEM,28/10/17,HOU,W
7406,MEM,30/10/17,CHO,L
8209,MEM,01/11/17,ORL,L
9104,MEM,04/11/17,LAC,W
10104,MEM,05/11/17,LAL,L
11143,MEM,07/11/17,POR,W
12120,MEM,11/11/17,HOU,L
13107,MEM,13/11/17,MIL,L
14104,MEM,15/11/17,IND,L
15104,MEM,18/11/17,HOU,L
16104,MEM,20/11/17,POR,L
17104,MEM,22/11/17,DAL,L
18104,MEM,24/11/17,DEN,L
19104,MEM,26/11/17,BRK,L
20104,MEM,29/11/17,SAS,L
21143,MEM,01/12/17,SAS,L
22120,MEM,02/12/17,CLE,L
23107,MEM,04/12/17,MIN,W
24104,MEM,06/12/17,NYK,L
25104,MEM,08/12/17,TOR,L
26104,MEM,09/12/17,OKC,L
27104,MEM,11/12/17,MIA,L
28104,MEM,13/12/17,WAS,L
29104,MEM,15/12/17,ATL,W
30104,MEM,16/12/17,BOS,L
31143,MEM,20/12/17,GSW,L
32120,MEM,21/12/17,PHO,L
33107,MEM,23/12/17,LAC,W
34104,MEM,26/12/17,PHO,L
35104,MEM,27/12/17,LAL,W
36104,MEM,30/12/17,GSW,L
37104,MEM,31/12/17,SAC,W
38104,MEM,02/01/18,LAC,L
39104,MEM,05/01/18,WAS,L
40104,MEM,10/01/18,NOP,W
41143,MEM,12/01/18,DEN,L
42120,MEM,15/01/18,LAL,W
43107,MEM,17/01/18,NYK,W
44104,MEM,19/01/18,SAC,W
45104,MEM,20/01/18,NOP,L
46104,MEM,22/01/18,PHI,W
47104,MEM,24/01/18,SAS,L
48104,MEM,26/01/18,LAC,L
49104,MEM,29/01/18,PHO,W
50104,MEM,31/01/18,IND,L
51143,MEM,01/02/18,DET,L
52120,MEM,04/02/18,TOR,L
53107,MEM,06/02/18,ATL,L
54104,MEM,07/02/18,UTA,L
55104,MEM,11/02/18,OKC,L
56104,MEM,14/02/18,OKC,L
57104,MEM,23/02/18,CLE,L
58104,MEM,24/02/18,MIA,L
59104,MEM,26/02/18,BOS,L
60104,MEM,28/02/18,PHO,L
61143,MEM,02/03/18,DEN,L
62120,MEM,03/03/18,ORL,L
63107,MEM,05/03/18,SAS,L
64104,MEM,07/03/18,CHI,L
65104,MEM,09/03/18,UTA,L
66104,MEM,10/03/18,DAL,L
67104,MEM,12/03/18,MIL,L
68104,MEM,15/03/18,CHI,L
69104,MEM,17/03/18,DEN,W
70104,MEM,19/03/18,BRK,L
71143,MEM,21/03/18,PHI,L
72120,MEM,22/03/18,CHO,L
73107,MEM,24/03/18,LAL,L
74104,MEM,26/03/18,MIN,W
75104,MEM,28/03/18,POR,W
76104,MEM,30/03/18,UTA,L
77104,MEM,01/04/18,POR,L
78104,MEM,04/04/18,NOP,L
79104,MEM,06/04/18,SAC,L
80104,MEM,08/04/18,DET,W
81109,MEM,09/04/18,MIN,L
82104,MEM,11/04/18,OKC,L
1407,MIA,18/10/17,ORL,L
2407,MIA,21/10/17,IND,W
3407,MIA,23/10/17,ATL,W
4407,MIA,25/10/17,SAS,L
5407,MIA,28/10/17,BOS,L
6407,MIA,30/10/17,MIN,L
7407,MIA,01/11/17,CHI,W
8300,MIA,03/11/17,DEN,L
9105,MIA,05/11/17,LAC,W
10105,MIA,06/11/17,GSW,L
11144,MIA,08/11/17,PHO,W
12121,MIA,10/11/17,UTA,W
13108,MIA,12/11/17,DET,L
14105,MIA,15/11/17,WAS,L
15105,MIA,17/11/17,WAS,W
16105,MIA,19/11/17,IND,L
17105,MIA,22/11/17,BOS,W
18105,MIA,24/11/17,MIN,W
19105,MIA,26/11/17,CHI,W
20105,MIA,28/11/17,CLE,L
21144,MIA,29/11/17,NYK,L
22121,MIA,01/12/17,CHO,W
23108,MIA,03/12/17,GSW,L
24105,MIA,06/12/17,SAS,L
25105,MIA,09/12/17,BRK,W
26105,MIA,11/12/17,MEM,W
27105,MIA,13/12/17,POR,L
28105,MIA,15/12/17,CHO,W
29105,MIA,16/12/17,LAC,W
30105,MIA,18/12/17,ATL,L
31144,MIA,20/12/17,BOS,W
32121,MIA,22/12/17,DAL,W
33108,MIA,23/12/17,NOP,L
34105,MIA,26/12/17,ORL,W
35105,MIA,29/12/17,BRK,L
36105,MIA,30/12/17,ORL,W
37105,MIA,03/01/18,DET,W
38105,MIA,05/01/18,NYK,W
39105,MIA,07/01/18,UTA,W
40105,MIA,09/01/18,TOR,W
41144,MIA,10/01/18,IND,W
42121,MIA,14/01/18,MIL,W
43108,MIA,15/01/18,CHI,L
44105,MIA,17/01/18,MIL,W
45105,MIA,19/01/18,BRK,L
46105,MIA,20/01/18,CHO,W
47105,MIA,22/01/18,HOU,L
48105,MIA,25/01/18,SAC,L
49105,MIA,27/01/18,CHO,W
50105,MIA,29/01/18,DAL,W
51144,MIA,31/01/18,CLE,L
52121,MIA,02/02/18,PHI,L
53108,MIA,03/02/18,DET,L
54105,MIA,05/02/18,ORL,L
55105,MIA,07/02/18,HOU,L
56105,MIA,09/02/18,MIL,W
57105,MIA,13/02/18,TOR,L
58105,MIA,14/02/18,PHI,L
59105,MIA,23/02/18,NOP,L
60105,MIA,24/02/18,MEM,W
61144,MIA,27/02/18,PHI,W
62121,MIA,01/03/18,LAL,L
63108,MIA,03/03/18,DET,W
64105,MIA,05/03/18,PHO,W
65105,MIA,06/03/18,WAS,L
66105,MIA,08/03/18,PHI,W
67105,MIA,10/03/18,WAS,W
68105,MIA,12/03/18,POR,L
69105,MIA,14/03/18,SAC,L
70105,MIA,16/03/18,LAL,W
71144,MIA,19/03/18,DEN,W
72121,MIA,21/03/18,NYK,W
73108,MIA,23/03/18,OKC,L
74105,MIA,25/03/18,IND,L
75105,MIA,27/03/18,CLE,W
76105,MIA,29/03/18,CHI,W
77105,MIA,31/03/18,BRK,L
78105,MIA,03/04/18,ATL,W
79105,MIA,04/04/18,ATL,W
80105,MIA,06/04/18,NYK,L
81110,MIA,09/04/18,OKC,L
82105,MIA,11/04/18,TOR,W
1408,MIL,18/10/17,BOS,W
2408,MIL,20/10/17,CLE,L
3408,MIL,21/10/17,POR,W
4408,MIL,23/10/17,CHO,W
5408,MIL,26/10/17,BOS,L
6408,MIL,29/10/17,ATL,W
7408,MIL,31/10/17,OKC,L
8301,MIL,01/11/17,CHO,L
9106,MIL,03/11/17,DET,L
10106,MIL,07/11/17,CLE,L
11145,MIL,10/11/17,SAS,W
12122,MIL,11/11/17,LAL,W
13109,MIL,13/11/17,MEM,W
14106,MIL,15/11/17,DET,W
15106,MIL,18/11/17,DAL,L
16106,MIL,20/11/17,WAS,L
17106,MIL,22/11/17,PHO,W
18106,MIL,25/11/17,UTA,L
19106,MIL,28/11/17,SAC,W
20106,MIL,30/11/17,POR,W
21145,MIL,02/12/17,SAC,W
22122,MIL,04/12/17,BOS,L
23109,MIL,06/12/17,DET,W
24106,MIL,08/12/17,DAL,W
25106,MIL,09/12/17,UTA,W
26106,MIL,13/12/17,NOP,L
27106,MIL,15/12/17,CHI,L
28106,MIL,16/12/17,HOU,L
29106,MIL,19/12/17,CLE,W
30106,MIL,22/12/17,CHO,W
31145,MIL,23/12/17,CHO,L
32122,MIL,26/12/17,CHI,L
33109,MIL,28/12/17,MIN,W
34106,MIL,29/12/17,OKC,W
35106,MIL,01/01/18,TOR,L
36106,MIL,03/01/18,IND,W
37106,MIL,05/01/18,TOR,L
38106,MIL,06/01/18,WAS,W
39106,MIL,08/01/18,IND,L
40106,MIL,10/01/18,ORL,W
41145,MIL,12/01/18,GSW,L
42122,MIL,14/01/18,MIA,L
43109,MIL,15/01/18,WAS,W
44106,MIL,17/01/18,MIA,L
45106,MIL,20/01/18,PHI,L
46106,MIL,22/01/18,PHO,W
47106,MIL,26/01/18,BRK,W
48106,MIL,28/01/18,CHI,W
49106,MIL,29/01/18,PHI,W
50106,MIL,01/02/18,MIN,L
51145,MIL,02/02/18,NYK,W
52122,MIL,04/02/18,BRK,W
53109,MIL,06/02/18,NYK,W
54106,MIL,09/02/18,MIA,L
55106,MIL,10/02/18,ORL,W
56106,MIL,13/02/18,ATL,W
57106,MIL,15/02/18,DEN,L
58106,MIL,23/02/18,TOR,W
59106,MIL,25/02/18,NOP,L
60106,MIL,27/02/18,WAS,L
61145,MIL,28/02/18,DET,L
62122,MIL,02/03/18,IND,L
63109,MIL,04/03/18,PHI,W
64106,MIL,05/03/18,IND,L
65106,MIL,07/03/18,HOU,L
66106,MIL,09/03/18,NYK,W
67106,MIL,12/03/18,MEM,W
68106,MIL,14/03/18,ORL,L
69106,MIL,17/03/18,ATL,W
70106,MIL,19/03/18,CLE,L
71145,MIL,21/03/18,LAC,L
72122,MIL,23/03/18,CHI,W
73109,MIL,25/03/18,SAS,W
74106,MIL,27/03/18,LAC,L
75106,MIL,29/03/18,GSW,W
76106,MIL,30/03/18,LAL,W
77106,MIL,01/04/18,DEN,L
78106,MIL,03/04/18,BOS,W
79106,MIL,05/04/18,BRK,L
80106,MIL,07/04/18,NYK,W
81111,MIL,09/04/18,ORL,W
82106,MIL,11/04/18,PHI,L
1409,MIN,18/10/17,SAS,L
2409,MIN,20/10/17,UTA,W
3409,MIN,22/10/17,OKC,W
4409,MIN,24/10/17,IND,L
5409,MIN,25/10/17,DET,L
6409,MIN,27/10/17,OKC,W
7409,MIN,30/10/17,MIA,W
8302,MIN,01/11/17,NOP,W
9107,MIN,04/11/17,DAL,W
10107,MIN,05/11/17,CHO,W
11146,MIN,08/11/17,GSW,L
12123,MIN,11/11/17,PHO,L
13110,MIN,13/11/17,UTA,W
14107,MIN,15/11/17,SAS,W
15107,MIN,17/11/17,DAL,W
16107,MIN,19/11/17,DET,L
17107,MIN,20/11/17,CHO,L
18107,MIN,22/11/17,ORL,W
19107,MIN,24/11/17,MIA,L
20107,MIN,26/11/17,PHO,W
21146,MIN,28/11/17,WAS,L
22123,MIN,29/11/17,NOP,W
23110,MIN,01/12/17,OKC,L
24107,MIN,03/12/17,LAC,W
25107,MIN,04/12/17,MEM,L
26107,MIN,06/12/17,LAC,W
27107,MIN,10/12/17,DAL,W
28107,MIN,12/12/17,PHI,L
29107,MIN,14/12/17,SAC,W
30107,MIN,16/12/17,PHO,L
31146,MIN,18/12/17,POR,W
32123,MIN,20/12/17,DEN,W
33110,MIN,23/12/17,PHO,W
34107,MIN,25/12/17,LAL,W
35107,MIN,27/12/17,DEN,W
36107,MIN,28/12/17,MIL,L
37107,MIN,31/12/17,IND,W
38107,MIN,01/01/18,LAL,W
39107,MIN,03/01/18,BRK,L
40107,MIN,05/01/18,BOS,L
